"Method","Miss","MissModel","MNAR","MCAR","MAR","Iteration","Rows","Cols","Total_data","Time_total","NRMSE"
"PPCA",0.3,"MCAR",0,0.3,0,18,26,200,5200,2.24763528505961,1.1647437019228
"RF",0.3,"MCAR",0,0.3,0,18,26,200,5200,5.62334060668945,1.05606475999183
"min",0.3,"MCAR",0,0.3,0,18,26,200,5200,0.078394889831543,2.15117224159361
"mean",0.3,"MCAR",0,0.3,0,18,26,200,5200,0.0718004703521729,1.0405903578626
"LLS",0.3,"MCAR",0,0.3,0,18,26,200,5200,5.65336656570435,462.288861980771
"KNNImpute",0.3,"MCAR",0,0.3,0,18,26,200,5200,0.00125551223754883,1.08120242316657
"BPCA",0.3,"MCAR",0,0.3,0,18,26,200,5200,0.324409961700439,1.0405903578626
"svdImpute",0.3,"MCAR",0,0.3,0,18,26,200,5200,3.86409211158752,33.3450691901598
"PPCA",0.3,"MCAR",0.3,0,0,18,26,200,5200,3.86409211158752,NA
"RF",0.3,"MNAR",0.3,0,0,18,26,200,5200,4.12492418289185,2.44768449387741
"min",0.3,"MNAR",0.3,0,0,18,26,200,5200,0.0753824710845947,1.41233141147217
"mean",0.3,"MNAR",0.3,0,0,18,26,200,5200,0.071141242980957,2.417539547045
"LLS",0.3,"MNAR",0.3,0,0,18,26,200,5200,5.54461693763733,11.0522133121681
"KNNImpute",0.3,"MNAR",0.3,0,0,18,26,200,5200,5.54461693763733,NA
"BPCA",0.3,"MNAR",0.3,0,0,18,26,200,5200,0.322926759719849,2.417539547045
"svdImpute",0.3,"MNAR",0.3,0,0,18,26,200,5200,0.842880725860596,69.3189089129302
"PPCA",0.3,"MNAR",0,0,0.3,18,26,200,5200,0.842880725860596,NA
"RF",0.3,"MAR",0,0,0.3,18,26,200,5200,2.75430369377136,1.03267148859916
"min",0.3,"MAR",0,0,0.3,18,26,200,5200,0.0759360790252686,2.07698472005208
"mean",0.3,"MAR",0,0,0.3,18,26,200,5200,0.0711872577667236,1.02158812119578
"LLS",0.3,"MAR",0,0,0.3,18,26,200,5200,5.60198402404785,6.84485585523923
"KNNImpute",0.3,"MAR",0,0,0.3,18,26,200,5200,0.00140714645385742,1.05919675950487
"BPCA",0.3,"MAR",0,0,0.3,18,26,200,5200,0.323321580886841,1.02158812119578
"svdImpute",0.3,"MAR",0,0,0.3,18,26,200,5200,2.64891862869263,23.8208734857951
"PPCA",0.3,"MAR",0.15,0.15,0,18,26,200,5200,2.64891862869263,NA
"RF",0.3,"MNARMCAR",0.15,0.15,0,18,26,200,5200,2.81332731246948,1.45720572052215
"min",0.3,"MNARMCAR",0.15,0.15,0,18,26,200,5200,0.0785157680511475,1.23322553018697
"mean",0.3,"MNARMCAR",0.15,0.15,0,18,26,200,5200,0.0711286067962646,1.44574536376459
"LLS",0.3,"MNARMCAR",0.15,0.15,0,18,26,200,5200,5.6508252620697,1.68325521097056
"KNNImpute",0.3,"MNARMCAR",0.15,0.15,0,18,26,200,5200,5.6508252620697,NA
"BPCA",0.3,"MNARMCAR",0.15,0.15,0,18,26,200,5200,0.320868968963623,1.44574536376459
"svdImpute",0.3,"MNARMCAR",0.15,0.15,0,18,26,200,5200,3.72533750534058,42.1628709103006
"PPCA",0.3,"MNARMCAR",0,0.15,0.15,18,26,200,5200,3.72533750534058,NA
"RF",0.3,"MARMCAR",0,0.15,0.15,18,26,200,5200,2.8148238658905,1.05409822255588
"min",0.3,"MARMCAR",0,0.15,0.15,18,26,200,5200,0.076085090637207,2.10427158344272
"mean",0.3,"MARMCAR",0,0.15,0.15,18,26,200,5200,0.0717630386352539,1.0444424737907
"LLS",0.3,"MARMCAR",0,0.15,0.15,18,26,200,5200,5.7271625995636,1.54725813465037
"KNNImpute",0.3,"MARMCAR",0,0.15,0.15,18,26,200,5200,0.00132894515991211,1.09077909041333
"BPCA",0.3,"MARMCAR",0,0.15,0.15,18,26,200,5200,0.327636480331421,1.0444424737907
"svdImpute",0.3,"MARMCAR",0,0.15,0.15,18,26,200,5200,2.68830943107605,13.0241801113147
"PPCA",0.3,"MARMCAR",0.15,0,0.15,18,26,200,5200,2.68830943107605,NA
"RF",0.3,"MNARMAR",0.15,0,0.15,18,26,200,5200,5.44996285438538,1.39671709438648
"min",0.3,"MNARMAR",0.15,0,0.15,18,26,200,5200,0.0770165920257568,1.26815249496106
"mean",0.3,"MNARMAR",0.15,0,0.15,18,26,200,5200,0.0716660022735596,1.37843962328687
"LLS",0.3,"MNARMAR",0.15,0,0.15,18,26,200,5200,5.5067765712738,1.82310209357318
"KNNImpute",0.3,"MNARMAR",0.15,0,0.15,18,26,200,5200,0.00151801109313965,1.40039709440877
"BPCA",0.3,"MNARMAR",0.15,0,0.15,18,26,200,5200,0.335246562957764,1.37843962328687
"svdImpute",0.3,"MNARMAR",0.15,0,0.15,18,26,200,5200,1.23389387130737,3.0617915183221
"PPCA",0.3,"MNARMAR",0.1,0.1,0.1,18,26,200,5200,1.23389387130737,NA
"RF",0.3,"MNARMARMCAR",0.1,0.1,0.1,18,26,200,5200,2.80320763587952,1.24615296515011
"min",0.3,"MNARMARMCAR",0.1,0.1,0.1,18,26,200,5200,0.0765464305877686,1.42571908254402
"mean",0.3,"MNARMARMCAR",0.1,0.1,0.1,18,26,200,5200,0.0720822811126709,1.23382343796686
"LLS",0.3,"MNARMARMCAR",0.1,0.1,0.1,18,26,200,5200,5.67505288124084,5.60966104298135
"KNNImpute",0.3,"MNARMARMCAR",0.1,0.1,0.1,18,26,200,5200,5.67505288124084,NA
"BPCA",0.3,"MNARMARMCAR",0.1,0.1,0.1,18,26,200,5200,0.329821109771729,1.23382343796686
"svdImpute",0.3,"MNARMARMCAR",0.1,0.1,0.1,18,26,200,5200,1.30876445770264,18.6651500155047
"PPCA",0.4,"MNARMARMCAR",0,0.4,0,18,26,200,5200,1.30876445770264,NA
"RF",0.4,"MCAR",0,0.4,0,18,26,200,5200,2.33456921577454,1.04762302892718
"min",0.4,"MCAR",0,0.4,0,18,26,200,5200,0.0733063220977783,2.07097463331315
"mean",0.4,"MCAR",0,0.4,0,18,26,200,5200,0.0794587135314941,1.03710586451185
"LLS",0.4,"MCAR",0,0.4,0,18,26,200,5200,5.58770418167114,1.64761397746806
"KNNImpute",0.4,"MCAR",0,0.4,0,18,26,200,5200,0.0016636848449707,1.09335227621233
"BPCA",0.4,"MCAR",0,0.4,0,18,26,200,5200,0.366052150726318,1.03710586451185
"svdImpute",0.4,"MCAR",0,0.4,0,18,26,200,5200,3.99959015846252,36.9667320098375
"PPCA",0.4,"MCAR",0.4,0,0,18,26,200,5200,3.99959015846252,NA
"RF",0.4,"MCAR",0.4,0,0,18,26,200,5200,3.99959015846252,NA
"min",0.4,"MNAR",0.4,0,0,18,26,200,5200,0.0716719627380371,1.48929754068881
"mean",0.4,"MNAR",0.4,0,0,18,26,200,5200,0.0718450546264648,2.32683938112611
"LLS",0.4,"MNAR",0.4,0,0,18,26,200,5200,5.45406246185303,2.82282732821314
"KNNImpute",0.4,"MNAR",0.4,0,0,18,26,200,5200,5.45406246185303,NA
"BPCA",0.4,"MNAR",0.4,0,0,18,26,200,5200,0.357327938079834,2.32683938112611
"svdImpute",0.4,"MNAR",0.4,0,0,18,26,200,5200,3.76995301246643,46.8210143629363
"PPCA",0.4,"MNAR",0,0,0.4,18,26,200,5200,3.76995301246643,NA
"RF",0.4,"MAR",0,0,0.4,18,26,200,5200,2.35582208633423,1.03960075485239
"min",0.4,"MAR",0,0,0.4,18,26,200,5200,0.0791821479797363,2.06237691680107
"mean",0.4,"MAR",0,0,0.4,18,26,200,5200,0.0717065334320068,1.02957446153443
"LLS",0.4,"MAR",0,0,0.4,18,26,200,5200,5.58610463142395,1.71917540942105
"KNNImpute",0.4,"MAR",0,0,0.4,18,26,200,5200,5.58610463142395,NA
"BPCA",0.4,"MAR",0,0,0.4,18,26,200,5200,0.354433298110962,1.02957446153443
"svdImpute",0.4,"MAR",0,0,0.4,18,26,200,5200,3.31620264053345,35.7130353668159
"PPCA",0.4,"MAR",0.2,0.2,0,18,26,200,5200,3.31620264053345,NA
"RF",0.4,"MNARMCAR",0.2,0.2,0,18,26,200,5200,2.34334325790405,1.5063137094293
"min",0.4,"MNARMCAR",0.2,0.2,0,18,26,200,5200,0.0786979198455811,1.19421375172241
"mean",0.4,"MNARMCAR",0.2,0.2,0,18,26,200,5200,0.0717411041259766,1.50424616514827
"LLS",0.4,"MNARMCAR",0.2,0.2,0,18,26,200,5200,5.50703573226929,247.502980863109
"KNNImpute",0.4,"MNARMCAR",0.2,0.2,0,18,26,200,5200,5.50703573226929,NA
"BPCA",0.4,"MNARMCAR",0.2,0.2,0,18,26,200,5200,0.360895395278931,1.50424616514827
"svdImpute",0.4,"MNARMCAR",0.2,0.2,0,18,26,200,5200,3.85035347938538,11.1506935704205
"PPCA",0.4,"MNARMCAR",0,0.2,0.2,18,26,200,5200,3.85035347938538,NA
"RF",0.4,"MARMCAR",0,0.2,0.2,18,26,200,5200,2.31870698928833,1.05240782202844
"min",0.4,"MARMCAR",0,0.2,0.2,18,26,200,5200,0.0762135982513428,2.09236129853418
"mean",0.4,"MARMCAR",0,0.2,0.2,18,26,200,5200,0.0715081691741943,1.04321149990736
"LLS",0.4,"MARMCAR",0,0.2,0.2,18,26,200,5200,5.54114818572998,2.61418471233706
"KNNImpute",0.4,"MARMCAR",0,0.2,0.2,18,26,200,5200,5.54114818572998,NA
"BPCA",0.4,"MARMCAR",0,0.2,0.2,18,26,200,5200,0.35581636428833,1.04321149990736
"svdImpute",0.4,"MARMCAR",0,0.2,0.2,18,26,200,5200,3.89571261405945,44.0650712967074
"PPCA",0.4,"MARMCAR",0.2,0,0.2,18,26,200,5200,3.89571261405945,NA
"RF",0.4,"MNARMAR",0.2,0,0.2,18,26,200,5200,2.29866933822632,1.34943657331124
"min",0.4,"MNARMAR",0.2,0,0.2,18,26,200,5200,0.0764718055725098,1.22775685870464
"mean",0.4,"MNARMAR",0.2,0,0.2,18,26,200,5200,0.0712902545928955,1.34140905140914
"LLS",0.4,"MNARMAR",0.2,0,0.2,18,26,200,5200,5.45591688156128,2.19100039647345
"KNNImpute",0.4,"MNARMAR",0.2,0,0.2,18,26,200,5200,5.45591688156128,NA
"BPCA",0.4,"MNARMAR",0.2,0,0.2,18,26,200,5200,0.358786106109619,1.34140905140914
"svdImpute",0.4,"MNARMAR",0.2,0,0.2,18,26,200,5200,3.79050850868225,216.89024616249
"PPCA",0.4,"MNARMAR",0.13,0.13,0.13,18,26,200,5200,3.79050850868225,NA
"RF",0.4,"MNARMARMCAR",0.13,0.13,0.13,18,26,200,5200,2.3886775970459,1.24545766914043
"min",0.4,"MNARMARMCAR",0.13,0.13,0.13,18,26,200,5200,0.0757510662078857,1.35456035882295
"mean",0.4,"MNARMARMCAR",0.13,0.13,0.13,18,26,200,5200,0.0718369483947754,1.24081109700265
"LLS",0.4,"MNARMARMCAR",0.13,0.13,0.13,18,26,200,5200,5.59369921684265,1.59820717807006
"KNNImpute",0.4,"MNARMARMCAR",0.13,0.13,0.13,18,26,200,5200,5.59369921684265,NA
"BPCA",0.4,"MNARMARMCAR",0.13,0.13,0.13,18,26,200,5200,0.351026296615601,1.24081109700265
"svdImpute",0.4,"MNARMARMCAR",0.13,0.13,0.13,18,26,200,5200,2.90046954154968,73.6427683247938
"PPCA",0.5,"MNARMARMCAR",0,0.5,0,18,26,200,5200,2.90046954154968,NA
"RF",0.5,"MCAR",0,0.5,0,18,26,200,5200,1.86186790466309,1.04567382962308
"min",0.5,"MCAR",0,0.5,0,18,26,200,5200,0.077923059463501,1.99861761811046
"mean",0.5,"MCAR",0,0.5,0,18,26,200,5200,0.0711507797241211,1.03485242301801
"LLS",0.5,"MCAR",0,0.5,0,18,26,200,5200,5.35745739936829,2.02467696738296
"KNNImpute",0.5,"MCAR",0,0.5,0,18,26,200,5200,0.00158452987670898,1.08290020454746
"BPCA",0.5,"MCAR",0,0.5,0,18,26,200,5200,0.394897937774658,1.03485242301801
"svdImpute",0.5,"MCAR",0,0.5,0,18,26,200,5200,2.82447981834412,50.1821353121577
"PPCA",0.5,"MCAR",0.5,0,0,18,26,200,5200,2.82447981834412,NA
"RF",0.5,"MCAR",0.5,0,0,18,26,200,5200,2.82447981834412,NA
"min",0.5,"MNAR",0.5,0,0,18,26,200,5200,0.0688595771789551,1.63820123950215
"mean",0.5,"MNAR",0.5,0,0,18,26,200,5200,0.0710511207580566,2.31500787136481
"LLS",0.5,"MNAR",0.5,0,0,18,26,200,5200,5.19548225402832,6.02877644378132
"KNNImpute",0.5,"MNAR",0.5,0,0,18,26,200,5200,5.19548225402832,NA
"BPCA",0.5,"MNAR",0.5,0,0,18,26,200,5200,0.402983665466309,2.31500787136481
"svdImpute",0.5,"MNAR",0.5,0,0,18,26,200,5200,0.521379947662354,6.6239317342249
"PPCA",0.5,"MNAR",0,0,0.5,18,26,200,5200,0.521379947662354,NA
"RF",0.5,"MAR",0,0,0.5,18,26,200,5200,1.87196016311646,1.05070210487445
"min",0.5,"MAR",0,0,0.5,18,26,200,5200,0.0790736675262451,2.02709406866845
"mean",0.5,"MAR",0,0,0.5,18,26,200,5200,0.0713605880737305,1.03657244818994
"LLS",0.5,"MAR",0,0,0.5,18,26,200,5200,5.31692218780518,18.9815609880679
"KNNImpute",0.5,"MAR",0,0,0.5,18,26,200,5200,5.31692218780518,NA
"BPCA",0.5,"MAR",0,0,0.5,18,26,200,5200,0.398699998855591,1.03657244818994
"svdImpute",0.5,"MAR",0,0,0.5,18,26,200,5200,0.654979228973389,139.733865814336
"PPCA",0.5,"MAR",0.25,0.25,0,18,26,200,5200,0.654979228973389,NA
"RF",0.5,"MAR",0.25,0.25,0,18,26,200,5200,0.654979228973389,NA
"min",0.5,"MNARMCAR",0.25,0.25,0,18,26,200,5200,0.078995943069458,1.22448521119954
"mean",0.5,"MNARMCAR",0.25,0.25,0,18,26,200,5200,0.071894645690918,1.55638723958403
"LLS",0.5,"MNARMCAR",0.25,0.25,0,18,26,200,5200,5.28799724578857,6.73006662971518
"KNNImpute",0.5,"MNARMCAR",0.25,0.25,0,18,26,200,5200,5.28799724578857,NA
"BPCA",0.5,"MNARMCAR",0.25,0.25,0,18,26,200,5200,0.396562337875366,1.55638723958403
"svdImpute",0.5,"MNARMCAR",0.25,0.25,0,18,26,200,5200,3.77237629890442,894.08700182041
"PPCA",0.5,"MNARMCAR",0,0.25,0.25,18,26,200,5200,3.77237629890442,NA
"RF",0.5,"MARMCAR",0,0.25,0.25,18,26,200,5200,1.87975192070007,1.05407809168762
"min",0.5,"MARMCAR",0,0.25,0.25,18,26,200,5200,0.0742959976196289,2.02054384418868
"mean",0.5,"MARMCAR",0,0.25,0.25,18,26,200,5200,0.0717337131500244,1.04153680250213
"LLS",0.5,"MARMCAR",0,0.25,0.25,18,26,200,5200,5.34928965568542,18.4958448563001
"KNNImpute",0.5,"MARMCAR",0,0.25,0.25,18,26,200,5200,5.34928965568542,NA
"BPCA",0.5,"MARMCAR",0,0.25,0.25,18,26,200,5200,0.397932767868042,1.04153680250213
"svdImpute",0.5,"MARMCAR",0,0.25,0.25,18,26,200,5200,1.82300639152527,40.4454693746258
"PPCA",0.5,"MARMCAR",0.25,0,0.25,18,26,200,5200,1.82300639152527,NA
"RF",0.5,"MNARMAR",0.25,0,0.25,18,26,200,5200,1.89638113975525,1.34456352875814
"min",0.5,"MNARMAR",0.25,0,0.25,18,26,200,5200,0.0794250965118408,1.19055518310686
"mean",0.5,"MNARMAR",0.25,0,0.25,18,26,200,5200,0.0722994804382324,1.33544756901977
"LLS",0.5,"MNARMAR",0.25,0,0.25,18,26,200,5200,5.32946991920471,36.4870740994155
"KNNImpute",0.5,"MNARMAR",0.25,0,0.25,18,26,200,5200,5.32946991920471,NA
"BPCA",0.5,"MNARMAR",0.25,0,0.25,18,26,200,5200,0.396546125411987,1.33544756901977
"svdImpute",0.5,"MNARMAR",0.25,0,0.25,18,26,200,5200,1.02645802497864,871.878614596611
"PPCA",0.5,"MNARMAR",0.17,0.17,0.17,18,26,200,5200,1.02645802497864,NA
"RF",0.5,"MNARMAR",0.17,0.17,0.17,18,26,200,5200,1.02645802497864,NA
"min",0.5,"MNARMARMCAR",0.17,0.17,0.17,18,26,200,5200,0.0719234943389893,1.26787508318724
"mean",0.5,"MNARMARMCAR",0.17,0.17,0.17,18,26,200,5200,0.0715274810791016,1.26538029769887
"LLS",0.5,"MNARMARMCAR",0.17,0.17,0.17,18,26,200,5200,5.28379130363464,11.5352360323842
"KNNImpute",0.5,"MNARMARMCAR",0.17,0.17,0.17,18,26,200,5200,5.28379130363464,NA
"BPCA",0.5,"MNARMARMCAR",0.17,0.17,0.17,18,26,200,5200,0.405685186386108,1.26538029769887
"svdImpute",0.5,"MNARMARMCAR",0.17,0.17,0.17,18,26,200,5200,3.81792116165161,98.1920258354061
"PPCA",0.02,"MCAR",0,0.02,0,19,26,200,5200,7.6447913646698,1.06995130080131
"RF",0.02,"MCAR",0,0.02,0,19,26,200,5200,1.70632243156433,1.00060710872568
"min",0.02,"MCAR",0,0.02,0,19,26,200,5200,0.0740475654602051,2.08199791631679
"mean",0.02,"MCAR",0,0.02,0,19,26,200,5200,0.0740365982055664,1.00829530345539
"LLS",0.02,"MCAR",0,0.02,0,19,26,200,5200,0.102615118026733,1.22746511626506
"KNNImpute",0.02,"MCAR",0,0.02,0,19,26,200,5200,0.0010521411895752,1.00875573914835
"BPCA",0.02,"MCAR",0,0.02,0,19,26,200,5200,0.187423467636108,1.00829530345539
"svdImpute",0.02,"MCAR",0,0.02,0,19,26,200,5200,0.0941371917724609,1.45914080288204
"PPCA",0.02,"MNAR",0.02,0,0,19,26,200,5200,3.84246444702148,3.42739103536231
"RF",0.02,"MNAR",0.02,0,0,19,26,200,5200,0.809149503707886,3.4510780114682
"min",0.02,"MNAR",0.02,0,0,19,26,200,5200,0.0723874568939209,1.19888460520995
"mean",0.02,"MNAR",0.02,0,0,19,26,200,5200,0.0745859146118164,3.42482138527475
"LLS",0.02,"MNAR",0.02,0,0,19,26,200,5200,0.0554556846618652,3.63793402785977
"KNNImpute",0.02,"MNAR",0.02,0,0,19,26,200,5200,0.00103235244750977,3.44797878005193
"BPCA",0.02,"MNAR",0.02,0,0,19,26,200,5200,0.185895204544067,3.42482138527475
"svdImpute",0.02,"MNAR",0.02,0,0,19,26,200,5200,0.0534191131591797,3.87117567626466
"PPCA",0.02,"MAR",0,0,0.02,19,26,200,5200,4.04280662536621,1.10298345531024
"RF",0.02,"MAR",0,0,0.02,19,26,200,5200,1.66740465164185,1.01593889894754
"min",0.02,"MAR",0,0,0.02,19,26,200,5200,0.0713920593261719,2.20942324326073
"mean",0.02,"MAR",0,0,0.02,19,26,200,5200,0.0705745220184326,1.00988720189362
"LLS",0.02,"MAR",0,0,0.02,19,26,200,5200,0.0927460193634033,1.44409469000558
"KNNImpute",0.02,"MAR",0,0,0.02,19,26,200,5200,0.00100207328796387,1.02059891967397
"BPCA",0.02,"MAR",0,0,0.02,19,26,200,5200,0.180790901184082,1.00988720189362
"svdImpute",0.02,"MAR",0,0,0.02,19,26,200,5200,0.0581684112548828,1.81563432901575
"PPCA",0.02,"MNARMCAR",0.01,0.01,0,19,26,200,5200,5.87525415420532,1.41704613749621
"RF",0.02,"MNARMCAR",0.01,0.01,0,19,26,200,5200,1.27228188514709,1.42602573057329
"min",0.02,"MNARMCAR",0.01,0.01,0,19,26,200,5200,0.0765330791473389,1.33387053056085
"mean",0.02,"MNARMCAR",0.01,0.01,0,19,26,200,5200,0.0738177299499512,1.41563107186519
"LLS",0.02,"MNARMCAR",0.01,0.01,0,19,26,200,5200,0.0789046287536621,1.52531746335288
"KNNImpute",0.02,"MNARMCAR",0.01,0.01,0,19,26,200,5200,0.00102114677429199,1.3938591286211
"BPCA",0.02,"MNARMCAR",0.01,0.01,0,19,26,200,5200,0.18602466583252,1.41563107186519
"svdImpute",0.02,"MNARMCAR",0.01,0.01,0,19,26,200,5200,0.0703282356262207,1.65979909645276
"PPCA",0.02,"MARMCAR",0,0.01,0.01,19,26,200,5200,5.744793176651,1.10786215151187
"RF",0.02,"MARMCAR",0,0.01,0.01,19,26,200,5200,1.89271950721741,1.0494628056205
"min",0.02,"MARMCAR",0,0.01,0.01,19,26,200,5200,0.0764708518981934,2.16827097687888
"mean",0.02,"MARMCAR",0,0.01,0.01,19,26,200,5200,0.0749609470367432,1.0254878141296
"LLS",0.02,"MARMCAR",0,0.01,0.01,19,26,200,5200,0.0959255695343018,1.36717081289789
"KNNImpute",0.02,"MARMCAR",0,0.01,0.01,19,26,200,5200,0.00103044509887695,1.02386631796012
"BPCA",0.02,"MARMCAR",0,0.01,0.01,19,26,200,5200,0.182368755340576,1.0254878141296
"svdImpute",0.02,"MARMCAR",0,0.01,0.01,19,26,200,5200,0.0701453685760498,1.65626428259246
"PPCA",0.02,"MNARMAR",0.01,0,0.01,19,26,200,5200,4.31875348091125,1.32060986877589
"RF",0.02,"MNARMAR",0.01,0,0.01,19,26,200,5200,0.875594139099121,1.34720848193462
"min",0.02,"MNARMAR",0.01,0,0.01,19,26,200,5200,0.076979398727417,1.37087584961761
"mean",0.02,"MNARMAR",0.01,0,0.01,19,26,200,5200,0.0716416835784912,1.34145240849536
"LLS",0.02,"MNARMAR",0.01,0,0.01,19,26,200,5200,0.0711777210235596,1.55804431902558
"KNNImpute",0.02,"MNARMAR",0.01,0,0.01,19,26,200,5200,0.000989675521850586,1.37075746434936
"BPCA",0.02,"MNARMAR",0.01,0,0.01,19,26,200,5200,0.183592081069946,1.34145240849536
"svdImpute",0.02,"MNARMAR",0.01,0,0.01,19,26,200,5200,0.056760311126709,1.80780670750913
"PPCA",0.02,"MNARMARMCAR",0.01,0.01,0.01,19,26,200,5200,7.86948251724243,1.27619382805156
"RF",0.02,"MNARMARMCAR",0.01,0.01,0.01,19,26,200,5200,1.62735152244568,1.24460284512361
"min",0.02,"MNARMARMCAR",0.01,0.01,0.01,19,26,200,5200,0.0789220333099365,1.43500100293892
"mean",0.02,"MNARMARMCAR",0.01,0.01,0.01,19,26,200,5200,0.0716331005096436,1.24060468109487
"LLS",0.02,"MNARMARMCAR",0.01,0.01,0.01,19,26,200,5200,0.126505851745605,1.38951290345364
"KNNImpute",0.02,"MNARMARMCAR",0.01,0.01,0.01,19,26,200,5200,0.00108861923217773,1.22388496272686
"BPCA",0.02,"MNARMARMCAR",0.01,0.01,0.01,19,26,200,5200,0.184808969497681,1.24060468109487
"svdImpute",0.02,"MNARMARMCAR",0.01,0.01,0.01,19,26,200,5200,0.0888891220092773,1.58065181645992
"PPCA",0.1,"MCAR",0,0.1,0,19,26,200,5200,25.9601602554321,1.11322274633056
"RF",0.1,"MCAR",0,0.1,0,19,26,200,5200,5.57697319984436,1.04952376544933
"min",0.1,"MCAR",0,0.1,0,19,26,200,5200,0.074979305267334,2.21623388623712
"mean",0.1,"MCAR",0,0.1,0,19,26,200,5200,0.0711240768432617,1.03477074316378
"LLS",0.1,"MCAR",0,0.1,0,19,26,200,5200,0.682082414627075,1.41290156413791
"KNNImpute",0.1,"MCAR",0,0.1,0,19,26,200,5200,0.00113534927368164,1.05725258158473
"BPCA",0.1,"MCAR",0,0.1,0,19,26,200,5200,0.194422960281372,1.03477074316378
"svdImpute",0.1,"MCAR",0,0.1,0,19,26,200,5200,0.199140548706055,1.60151686632884
"PPCA",0.1,"MNAR",0.1,0,0,19,26,200,5200,19.5182025432587,2.78471054608363
"RF",0.1,"MNAR",0.1,0,0,19,26,200,5200,2.73238801956177,2.76786158240263
"min",0.1,"MNAR",0.1,0,0,19,26,200,5200,0.0755324363708496,1.24300648743552
"mean",0.1,"MNAR",0.1,0,0,19,26,200,5200,0.0720927715301514,2.73725597501155
"LLS",0.1,"MNAR",0.1,0,0,19,26,200,5200,0.521015167236328,3.15658499221822
"KNNImpute",0.1,"MNAR",0.1,0,0,19,26,200,5200,0.0011146068572998,2.74538269724829
"BPCA",0.1,"MNAR",0.1,0,0,19,26,200,5200,0.196875810623169,2.73725597501155
"svdImpute",0.1,"MNAR",0.1,0,0,19,26,200,5200,0.16126275062561,4.54037294265327
"PPCA",0.1,"MAR",0,0,0.1,19,26,200,5200,19.5050451755524,1.13301857792014
"RF",0.1,"MAR",0,0,0.1,19,26,200,5200,6.91752910614014,1.04566564289404
"min",0.1,"MAR",0,0,0.1,19,26,200,5200,0.0766727924346924,2.27722229225742
"mean",0.1,"MAR",0,0,0.1,19,26,200,5200,0.0714695453643799,1.03692956943663
"LLS",0.1,"MAR",0,0,0.1,19,26,200,5200,0.756908655166626,1.52639859103506
"KNNImpute",0.1,"MAR",0,0,0.1,19,26,200,5200,0.00104451179504395,1.07643686408837
"BPCA",0.1,"MAR",0,0,0.1,19,26,200,5200,0.194749593734741,1.03692956943663
"svdImpute",0.1,"MAR",0,0,0.1,19,26,200,5200,0.162550926208496,1.77785286305157
"PPCA",0.1,"MNARMCAR",0.05,0.05,0,19,26,200,5200,22.8318688869476,1.42794707086301
"RF",0.1,"MNARMCAR",0.05,0.05,0,19,26,200,5200,3.26562404632568,1.41059721218851
"min",0.1,"MNARMCAR",0.05,0.05,0,19,26,200,5200,0.0745775699615479,1.35433625552641
"mean",0.1,"MNARMCAR",0.05,0.05,0,19,26,200,5200,0.071650505065918,1.40548958782498
"LLS",0.1,"MNARMCAR",0.05,0.05,0,19,26,200,5200,0.916575908660889,1.54100960909957
"KNNImpute",0.1,"MNARMCAR",0.05,0.05,0,19,26,200,5200,0.00113272666931152,1.42378122484921
"BPCA",0.1,"MNARMCAR",0.05,0.05,0,19,26,200,5200,0.20241641998291,1.40548958782498
"svdImpute",0.1,"MNARMCAR",0.05,0.05,0,19,26,200,5200,0.181256294250488,1.78588855064756
"PPCA",0.1,"MARMCAR",0,0.05,0.05,19,26,200,5200,23.4769866466522,1.16423334508119
"RF",0.1,"MARMCAR",0,0.05,0.05,19,26,200,5200,5.1833701133728,1.04509727485535
"min",0.1,"MARMCAR",0,0.05,0.05,19,26,200,5200,0.0822107791900635,2.13774423809838
"mean",0.1,"MARMCAR",0,0.05,0.05,19,26,200,5200,0.0711963176727295,1.04467985288728
"LLS",0.1,"MARMCAR",0,0.05,0.05,19,26,200,5200,0.800838947296143,1.39303756839597
"KNNImpute",0.1,"MARMCAR",0,0.05,0.05,19,26,200,5200,0.00104689598083496,1.077403281337
"BPCA",0.1,"MARMCAR",0,0.05,0.05,19,26,200,5200,0.192348003387451,1.04467985288728
"svdImpute",0.1,"MARMCAR",0,0.05,0.05,19,26,200,5200,0.189012050628662,1.59750635482148
"PPCA",0.1,"MNARMAR",0.05,0,0.05,19,26,200,5200,19.5714356899261,1.3986896557172
"RF",0.1,"MNARMAR",0.05,0,0.05,19,26,200,5200,2.69657874107361,1.38179094691305
"min",0.1,"MNARMAR",0.05,0,0.05,19,26,200,5200,0.0746908187866211,1.27697380797798
"mean",0.1,"MNARMAR",0.05,0,0.05,19,26,200,5200,0.071174144744873,1.36571531511328
"LLS",0.1,"MNARMAR",0.05,0,0.05,19,26,200,5200,0.52384614944458,1.54161285807089
"KNNImpute",0.1,"MNARMAR",0.05,0,0.05,19,26,200,5200,0.0010993480682373,1.36264422546035
"BPCA",0.1,"MNARMAR",0.05,0,0.05,19,26,200,5200,0.195759296417236,1.36571531511328
"svdImpute",0.1,"MNARMAR",0.05,0,0.05,19,26,200,5200,0.16050124168396,1.69952290088677
"PPCA",0.1,"MNARMARMCAR",0.03,0.03,0.03,19,26,200,5200,19.7993202209473,1.24659285705648
"RF",0.1,"MNARMARMCAR",0.03,0.03,0.03,19,26,200,5200,3.04857468605042,1.21349570283869
