"Method","Miss","MissModel","MNAR","MCAR","MAR","Iteration","Rows","Cols","Total_data","Time_total","NRMSE"
"svdImpute",0.02,"MAR",0,0,0.02,6,26,200,5200,0.0545763969421387,1.81563432901575
"PPCA",0.02,"MNARMCAR",0.01,0.01,0,6,26,200,5200,5.88179683685303,1.41704613749621
"RF",0.02,"MNARMCAR",0.01,0.01,0,6,26,200,5200,1.26681351661682,1.42602573057329
"min",0.02,"MNARMCAR",0.01,0.01,0,6,26,200,5200,0.0778272151947021,1.33387053056085
"mean",0.02,"MNARMCAR",0.01,0.01,0,6,26,200,5200,0.0736029148101807,1.41563107186519
"LLS",0.02,"MNARMCAR",0.01,0.01,0,6,26,200,5200,0.0787992477416992,1.52531746335288
"KNNImpute",0.02,"MNARMCAR",0.01,0.01,0,6,26,200,5200,0.00102138519287109,1.3938591286211
"BPCA",0.02,"MNARMCAR",0.01,0.01,0,6,26,200,5200,0.183483123779297,1.41563107186519
"svdImpute",0.02,"MNARMCAR",0.01,0.01,0,6,26,200,5200,0.0707464218139648,1.65979909645276
"PPCA",0.02,"MARMCAR",0,0.01,0.01,6,26,200,5200,5.72703051567078,1.10786215151187
"RF",0.02,"MARMCAR",0,0.01,0.01,6,26,200,5200,1.86548256874084,1.0494628056205
"min",0.02,"MARMCAR",0,0.01,0.01,6,26,200,5200,0.0776569843292236,2.16827097687888
"mean",0.02,"MARMCAR",0,0.01,0.01,6,26,200,5200,0.0773091316223145,1.0254878141296
"LLS",0.02,"MARMCAR",0,0.01,0.01,6,26,200,5200,0.0983500480651855,1.36717081289789
"KNNImpute",0.02,"MARMCAR",0,0.01,0.01,6,26,200,5200,0.00105786323547363,1.02386631796012
"BPCA",0.02,"MARMCAR",0,0.01,0.01,6,26,200,5200,0.182283878326416,1.0254878141296
"svdImpute",0.02,"MARMCAR",0,0.01,0.01,6,26,200,5200,0.0699245929718018,1.65626428259246
"PPCA",0.02,"MNARMAR",0.01,0,0.01,6,26,200,5200,4.31563544273376,1.32060986877589
"RF",0.02,"MNARMAR",0.01,0,0.01,6,26,200,5200,0.874130249023438,1.34720848193462
"min",0.02,"MNARMAR",0.01,0,0.01,6,26,200,5200,0.0754551887512207,1.37087584961761
"mean",0.02,"MNARMAR",0.01,0,0.01,6,26,200,5200,0.0712769031524658,1.34145240849536
"LLS",0.02,"MNARMAR",0.01,0,0.01,6,26,200,5200,0.070950984954834,1.55804431902558
"KNNImpute",0.02,"MNARMAR",0.01,0,0.01,6,26,200,5200,0.00103974342346191,1.37075746434936
"BPCA",0.02,"MNARMAR",0.01,0,0.01,6,26,200,5200,0.183570146560669,1.34145240849536
"svdImpute",0.02,"MNARMAR",0.01,0,0.01,6,26,200,5200,0.0559475421905518,1.80780670750913
"PPCA",0.02,"MNARMARMCAR",0.01,0.01,0.01,6,26,200,5200,7.84023904800415,1.27619382805156
"RF",0.02,"MNARMARMCAR",0.01,0.01,0.01,6,26,200,5200,1.65317320823669,1.24460284512361
"min",0.02,"MNARMARMCAR",0.01,0.01,0.01,6,26,200,5200,0.0761709213256836,1.43500100293892
"mean",0.02,"MNARMARMCAR",0.01,0.01,0.01,6,26,200,5200,0.0715065002441406,1.24060468109487
"LLS",0.02,"MNARMARMCAR",0.01,0.01,0.01,6,26,200,5200,0.124760866165161,1.38951290345364
"KNNImpute",0.02,"MNARMARMCAR",0.01,0.01,0.01,6,26,200,5200,0.00105381011962891,1.22388496272686
"BPCA",0.02,"MNARMARMCAR",0.01,0.01,0.01,6,26,200,5200,0.183173656463623,1.24060468109487
"svdImpute",0.02,"MNARMARMCAR",0.01,0.01,0.01,6,26,200,5200,0.0880589485168457,1.58065181645992
"PPCA",0.1,"MCAR",0,0.1,0,6,26,200,5200,25.8931336402893,1.11322274633056
"RF",0.1,"MCAR",0,0.1,0,6,26,200,5200,5.49246597290039,1.04952376544933
"min",0.1,"MCAR",0,0.1,0,6,26,200,5200,0.0758552551269531,2.21623388623712
"mean",0.1,"MCAR",0,0.1,0,6,26,200,5200,0.0710518360137939,1.03477074316378
"LLS",0.1,"MCAR",0,0.1,0,6,26,200,5200,0.693522214889526,1.41290156413791
"KNNImpute",0.1,"MCAR",0,0.1,0,6,26,200,5200,0.00111293792724609,1.05725258158473
"BPCA",0.1,"MCAR",0,0.1,0,6,26,200,5200,0.195454120635986,1.03477074316378
"svdImpute",0.1,"MCAR",0,0.1,0,6,26,200,5200,0.199291467666626,1.60151686632884
"PPCA",0.1,"MNAR",0.1,0,0,6,26,200,5200,19.4704036712646,2.78471054608363
"RF",0.1,"MNAR",0.1,0,0,6,26,200,5200,2.70015549659729,2.76786158240263
"min",0.1,"MNAR",0.1,0,0,6,26,200,5200,0.0758397579193115,1.24300648743552
"mean",0.1,"MNAR",0.1,0,0,6,26,200,5200,0.0712432861328125,2.73725597501155
"LLS",0.1,"MNAR",0.1,0,0,6,26,200,5200,0.533929347991943,3.15658499221822
"KNNImpute",0.1,"MNAR",0.1,0,0,6,26,200,5200,0.00113534927368164,2.74538269724829
"BPCA",0.1,"MNAR",0.1,0,0,6,26,200,5200,0.197298288345337,2.73725597501155
"svdImpute",0.1,"MNAR",0.1,0,0,6,26,200,5200,0.159692287445068,4.54037294265327
"PPCA",0.1,"MAR",0,0,0.1,6,26,200,5200,19.3752198219299,1.13301857792014
"RF",0.1,"MAR",0,0,0.1,6,26,200,5200,6.9551465511322,1.04566564289404
"min",0.1,"MAR",0,0,0.1,6,26,200,5200,0.0759341716766357,2.27722229225742
"mean",0.1,"MAR",0,0,0.1,6,26,200,5200,0.0707261562347412,1.03692956943663
"LLS",0.1,"MAR",0,0,0.1,6,26,200,5200,0.746206998825073,1.52639859103506
"KNNImpute",0.1,"MAR",0,0,0.1,6,26,200,5200,0.00108146667480469,1.07643686408837
"BPCA",0.1,"MAR",0,0,0.1,6,26,200,5200,0.194740772247314,1.03692956943663
"svdImpute",0.1,"MAR",0,0,0.1,6,26,200,5200,0.163973093032837,1.77785286305157
"PPCA",0.1,"MNARMCAR",0.05,0.05,0,6,26,200,5200,22.7387802600861,1.42794707086301
"RF",0.1,"MNARMCAR",0.05,0.05,0,6,26,200,5200,3.24596405029297,1.41059721218851
"min",0.1,"MNARMCAR",0.05,0.05,0,6,26,200,5200,0.0755908489227295,1.35433625552641
"mean",0.1,"MNARMCAR",0.05,0.05,0,6,26,200,5200,0.0712928771972656,1.40548958782498
"LLS",0.1,"MNARMCAR",0.05,0.05,0,6,26,200,5200,0.906348466873169,1.54100960909957
"KNNImpute",0.1,"MNARMCAR",0.05,0.05,0,6,26,200,5200,0.00107312202453613,1.42378122484921
"BPCA",0.1,"MNARMCAR",0.05,0.05,0,6,26,200,5200,0.190244197845459,1.40548958782498
"svdImpute",0.1,"MNARMCAR",0.05,0.05,0,6,26,200,5200,0.180304288864136,1.78588855064756
"PPCA",0.1,"MARMCAR",0,0.05,0.05,6,26,200,5200,23.3787930011749,1.16423334508119
"RF",0.1,"MARMCAR",0,0.05,0.05,6,26,200,5200,5.21340894699097,1.04509727485535
"min",0.1,"MARMCAR",0,0.05,0.05,6,26,200,5200,0.0755012035369873,2.13774423809838
"mean",0.1,"MARMCAR",0,0.05,0.05,6,26,200,5200,0.0773165225982666,1.04467985288728
"LLS",0.1,"MARMCAR",0,0.05,0.05,6,26,200,5200,0.800872802734375,1.39303756839597
"KNNImpute",0.1,"MARMCAR",0,0.05,0.05,6,26,200,5200,0.00115656852722168,1.077403281337
"BPCA",0.1,"MARMCAR",0,0.05,0.05,6,26,200,5200,0.192868947982788,1.04467985288728
"svdImpute",0.1,"MARMCAR",0,0.05,0.05,6,26,200,5200,0.189675331115723,1.59750635482148
"PPCA",0.1,"MNARMAR",0.05,0,0.05,6,26,200,5200,19.4176685810089,1.3986896557172
"RF",0.1,"MNARMAR",0.05,0,0.05,6,26,200,5200,2.69815421104431,1.38179094691305
"min",0.1,"MNARMAR",0.05,0,0.05,6,26,200,5200,0.0776011943817139,1.27697380797798
"mean",0.1,"MNARMAR",0.05,0,0.05,6,26,200,5200,0.0710477828979492,1.36571531511328
"LLS",0.1,"MNARMAR",0.05,0,0.05,6,26,200,5200,0.520873069763184,1.54161285807089
"KNNImpute",0.1,"MNARMAR",0.05,0,0.05,6,26,200,5200,0.00112342834472656,1.36264422546035
"BPCA",0.1,"MNARMAR",0.05,0,0.05,6,26,200,5200,0.195279598236084,1.36571531511328
"svdImpute",0.1,"MNARMAR",0.05,0,0.05,6,26,200,5200,0.160915374755859,1.69952290088677
"PPCA",0.1,"MNARMARMCAR",0.03,0.03,0.03,6,26,200,5200,19.6948685646057,1.24659285705648
"RF",0.1,"MNARMARMCAR",0.03,0.03,0.03,6,26,200,5200,3.04992818832397,1.21349570283869
"min",0.1,"MNARMARMCAR",0.03,0.03,0.03,6,26,200,5200,0.0760767459869385,1.46184039326545
"mean",0.1,"MNARMARMCAR",0.03,0.03,0.03,6,26,200,5200,0.0717475414276123,1.21015097643943
"LLS",0.1,"MNARMARMCAR",0.03,0.03,0.03,6,26,200,5200,0.525349378585815,1.4472440849639
"KNNImpute",0.1,"MNARMARMCAR",0.03,0.03,0.03,6,26,200,5200,0.00113964080810547,1.22242650007534
"BPCA",0.1,"MNARMARMCAR",0.03,0.03,0.03,6,26,200,5200,0.191127061843872,1.21015097643943
"svdImpute",0.1,"MNARMARMCAR",0.03,0.03,0.03,6,26,200,5200,0.171091794967651,1.53889459021182
"PPCA",0.2,"MCAR",0,0.2,0,6,26,200,5200,48.4017207622528,1.14178158290927
"RF",0.2,"MCAR",0,0.2,0,6,26,200,5200,4.98045587539673,1.03392638196757
"min",0.2,"MCAR",0,0.2,0,6,26,200,5200,0.0744175910949707,2.19095912836168
"mean",0.2,"MCAR",0,0.2,0,6,26,200,5200,0.0711486339569092,1.02588498229821
"LLS",0.2,"MCAR",0,0.2,0,6,26,200,5200,5.83657574653625,1.48508321071924
"KNNImpute",0.2,"MCAR",0,0.2,0,6,26,200,5200,0.00127720832824707,1.07791435400622
"BPCA",0.2,"MCAR",0,0.2,0,6,26,200,5200,0.212604761123657,1.02588498229821
"svdImpute",0.2,"MCAR",0,0.2,0,6,26,200,5200,0.260132551193237,1.73507930492366
"PPCA",0.2,"MCAR",0.2,0,0,6,26,200,5200,0.260132551193237,NA
"RF",0.2,"MNAR",0.2,0,0,6,26,200,5200,5.97149658203125,2.55816012651648
"min",0.2,"MNAR",0.2,0,0,6,26,200,5200,0.0757536888122559,1.32905619438705
"mean",0.2,"MNAR",0.2,0,0,6,26,200,5200,0.0711290836334229,2.53111703687229
"LLS",0.2,"MNAR",0.2,0,0,6,26,200,5200,5.28688430786133,2.8877816198338
"KNNImpute",0.2,"MNAR",0.2,0,0,6,26,200,5200,5.28688430786133,NA
"BPCA",0.2,"MNAR",0.2,0,0,6,26,200,5200,0.265075445175171,2.53111703687229
"svdImpute",0.2,"MNAR",0.2,0,0,6,26,200,5200,0.75660252571106,18.6005051821078
"PPCA",0.2,"MAR",0,0,0.2,6,26,200,5200,46.390321969986,1.13212709812942
"RF",0.2,"MAR",0,0,0.2,6,26,200,5200,3.1185348033905,1.04481248912136
"min",0.2,"MAR",0,0,0.2,6,26,200,5200,0.0757589340209961,2.13716339884322
"mean",0.2,"MAR",0,0,0.2,6,26,200,5200,0.0711088180541992,1.0307179617822
"LLS",0.2,"MAR",0,0,0.2,6,26,200,5200,5.50829601287842,1.69275696108007
"KNNImpute",0.2,"MAR",0,0,0.2,6,26,200,5200,0.00117254257202148,1.06362516071033
"BPCA",0.2,"MAR",0,0,0.2,6,26,200,5200,0.214432716369629,1.0307179617822
"svdImpute",0.2,"MAR",0,0,0.2,6,26,200,5200,0.352689504623413,4.72514517307166
"PPCA",0.2,"MAR",0.1,0.1,0,6,26,200,5200,0.352689504623413,NA
"RF",0.2,"MNARMCAR",0.1,0.1,0,6,26,200,5200,6.59552454948425,1.4103139442319
"min",0.2,"MNARMCAR",0.1,0.1,0,6,26,200,5200,0.0838265419006348,1.29224721000903
"mean",0.2,"MNARMCAR",0.1,0.1,0,6,26,200,5200,0.0776119232177734,1.39937537626186
"LLS",0.2,"MNARMCAR",0.1,0.1,0,6,26,200,5200,5.75225257873535,1.59205171362459
"KNNImpute",0.2,"MNARMCAR",0.1,0.1,0,6,26,200,5200,5.75225257873535,NA
"BPCA",0.2,"MNARMCAR",0.1,0.1,0,6,26,200,5200,0.213831186294556,1.39937537626186
"svdImpute",0.2,"MNARMCAR",0.1,0.1,0,6,26,200,5200,0.468815088272095,3.69739979322072
"PPCA",0.2,"MARMCAR",0,0.1,0.1,6,26,200,5200,50.0669622421265,1.14777485614164
"RF",0.2,"MARMCAR",0,0.1,0.1,6,26,200,5200,3.25579643249512,1.05354197534953
"min",0.2,"MARMCAR",0,0.1,0.1,6,26,200,5200,0.0758485794067383,2.16490283483711
"mean",0.2,"MARMCAR",0,0.1,0.1,6,26,200,5200,0.0713880062103271,1.04115964924675
"LLS",0.2,"MARMCAR",0,0.1,0.1,6,26,200,5200,5.78193283081055,1.42605770829777
"KNNImpute",0.2,"MARMCAR",0,0.1,0.1,6,26,200,5200,0.0011746883392334,1.07841317894512
"BPCA",0.2,"MARMCAR",0,0.1,0.1,6,26,200,5200,0.216943979263306,1.04115964924675
"svdImpute",0.2,"MARMCAR",0,0.1,0.1,6,26,200,5200,0.366661548614502,2.03984268596072
"PPCA",0.2,"MARMCAR",0.1,0,0.1,6,26,200,5200,0.366661548614502,NA
"RF",0.2,"MNARMAR",0.1,0,0.1,6,26,200,5200,3.10687613487244,1.3588545631307
"min",0.2,"MNARMAR",0.1,0,0.1,6,26,200,5200,0.0763301849365234,1.26856113174201
"mean",0.2,"MNARMAR",0.1,0,0.1,6,26,200,5200,0.0712919235229492,1.34348238195647
"LLS",0.2,"MNARMAR",0.1,0,0.1,6,26,200,5200,5.39878916740417,1.79875458270792
"KNNImpute",0.2,"MNARMAR",0.1,0,0.1,6,26,200,5200,0.00116372108459473,1.3783239709902
"BPCA",0.2,"MNARMAR",0.1,0,0.1,6,26,200,5200,0.212387800216675,1.34348238195647
"svdImpute",0.2,"MNARMAR",0.1,0,0.1,6,26,200,5200,0.313874959945679,2.54470288945585
"PPCA",0.2,"MNARMARMCAR",0.07,0.07,0.07,6,26,200,5200,49.9363040924072,1.28942901895818
"RF",0.2,"MNARMARMCAR",0.07,0.07,0.07,6,26,200,5200,3.18912315368652,1.25362200296404
"min",0.2,"MNARMARMCAR",0.07,0.07,0.07,6,26,200,5200,0.076580286026001,1.45976860049786
"mean",0.2,"MNARMARMCAR",0.07,0.07,0.07,6,26,200,5200,0.0715715885162354,1.23996951166441
"LLS",0.2,"MNARMARMCAR",0.07,0.07,0.07,6,26,200,5200,5.65245723724365,1.58896366273015
"KNNImpute",0.2,"MNARMARMCAR",0.07,0.07,0.07,6,26,200,5200,0.0012364387512207,1.26903421678984
"BPCA",0.2,"MNARMARMCAR",0.07,0.07,0.07,6,26,200,5200,0.21684741973877,1.23996951166441
"svdImpute",0.2,"MNARMARMCAR",0.07,0.07,0.07,6,26,200,5200,0.50302529335022,4.33823616306744
"PPCA",0.3,"MCAR",0,0.3,0,6,26,200,5200,2.24617014726003,1.1647437019228
"RF",0.3,"MCAR",0,0.3,0,6,26,200,5200,5.68011474609375,1.05606475999183
"min",0.3,"MCAR",0,0.3,0,6,26,200,5200,0.0770776271820068,2.15117224159361
"mean",0.3,"MCAR",0,0.3,0,6,26,200,5200,0.0713469982147217,1.0405903578626
"LLS",0.3,"MCAR",0,0.3,0,6,26,200,5200,5.67225098609924,462.288861980771
"KNNImpute",0.3,"MCAR",0,0.3,0,6,26,200,5200,0.00128650665283203,1.08120242316657
"BPCA",0.3,"MCAR",0,0.3,0,6,26,200,5200,0.325726270675659,1.0405903578626
"svdImpute",0.3,"MCAR",0,0.3,0,6,26,200,5200,3.88247346878052,33.3450691901598
"PPCA",0.3,"MCAR",0.3,0,0,6,26,200,5200,3.88247346878052,NA
"RF",0.3,"MNAR",0.3,0,0,6,26,200,5200,4.16978907585144,2.44768449387741
"min",0.3,"MNAR",0.3,0,0,6,26,200,5200,0.0758812427520752,1.41233141147217
"mean",0.3,"MNAR",0.3,0,0,6,26,200,5200,0.0713720321655273,2.417539547045
"LLS",0.3,"MNAR",0.3,0,0,6,26,200,5200,5.54671692848206,11.0522133121681
"KNNImpute",0.3,"MNAR",0.3,0,0,6,26,200,5200,5.54671692848206,NA
"BPCA",0.3,"MNAR",0.3,0,0,6,26,200,5200,0.321183681488037,2.417539547045
"svdImpute",0.3,"MNAR",0.3,0,0,6,26,200,5200,0.860726356506348,69.3189089129302
"PPCA",0.3,"MNAR",0,0,0.3,6,26,200,5200,0.860726356506348,NA
"RF",0.3,"MAR",0,0,0.3,6,26,200,5200,2.78095984458923,1.03267148859916
"min",0.3,"MAR",0,0,0.3,6,26,200,5200,0.0763289928436279,2.07698472005208
"mean",0.3,"MAR",0,0,0.3,6,26,200,5200,0.0715231895446777,1.02158812119578
"LLS",0.3,"MAR",0,0,0.3,6,26,200,5200,5.63598251342773,6.84485585523923
"KNNImpute",0.3,"MAR",0,0,0.3,6,26,200,5200,0.00133991241455078,1.05919675950487
"BPCA",0.3,"MAR",0,0,0.3,6,26,200,5200,0.321399688720703,1.02158812119578
"svdImpute",0.3,"MAR",0,0,0.3,6,26,200,5200,2.65885353088379,23.8208734857951
"PPCA",0.3,"MAR",0.15,0.15,0,6,26,200,5200,2.65885353088379,NA
"RF",0.3,"MNARMCAR",0.15,0.15,0,6,26,200,5200,2.85328888893127,1.45720572052215
"min",0.3,"MNARMCAR",0.15,0.15,0,6,26,200,5200,0.0766668319702148,1.23322553018697
"mean",0.3,"MNARMCAR",0.15,0.15,0,6,26,200,5200,0.0715658664703369,1.44574536376459
"LLS",0.3,"MNARMCAR",0.15,0.15,0,6,26,200,5200,5.68221712112427,1.68325521097056
"KNNImpute",0.3,"MNARMCAR",0.15,0.15,0,6,26,200,5200,5.68221712112427,NA
"BPCA",0.3,"MNARMCAR",0.15,0.15,0,6,26,200,5200,0.322993993759155,1.44574536376459
"svdImpute",0.3,"MNARMCAR",0.15,0.15,0,6,26,200,5200,3.74777770042419,42.1628709103006
"PPCA",0.3,"MNARMCAR",0,0.15,0.15,6,26,200,5200,3.74777770042419,NA
"RF",0.3,"MARMCAR",0,0.15,0.15,6,26,200,5200,2.77660441398621,1.05409822255588
"min",0.3,"MARMCAR",0,0.15,0.15,6,26,200,5200,0.0762231349945068,2.10427158344272
"mean",0.3,"MARMCAR",0,0.15,0.15,6,26,200,5200,0.0713670253753662,1.0444424737907
"LLS",0.3,"MARMCAR",0,0.15,0.15,6,26,200,5200,5.63762402534485,1.54725813465037
"KNNImpute",0.3,"MARMCAR",0,0.15,0.15,6,26,200,5200,0.00128173828125,1.09077909041333
"BPCA",0.3,"MARMCAR",0,0.15,0.15,6,26,200,5200,0.321198225021362,1.0444424737907
"svdImpute",0.3,"MARMCAR",0,0.15,0.15,6,26,200,5200,2.69478011131287,13.0241801113147
"PPCA",0.3,"MARMCAR",0.15,0,0.15,6,26,200,5200,2.69478011131287,NA
"RF",0.3,"MNARMAR",0.15,0,0.15,6,26,200,5200,5.39975261688232,1.39671709438648
"min",0.3,"MNARMAR",0.15,0,0.15,6,26,200,5200,0.0788121223449707,1.26815249496106
"mean",0.3,"MNARMAR",0.15,0,0.15,6,26,200,5200,0.071927547454834,1.37843962328687
"LLS",0.3,"MNARMAR",0.15,0,0.15,6,26,200,5200,5.51091575622559,1.82310209357318
"KNNImpute",0.3,"MNARMAR",0.15,0,0.15,6,26,200,5200,0.00147771835327148,1.40039709440877
"BPCA",0.3,"MNARMAR",0.15,0,0.15,6,26,200,5200,0.325021028518677,1.37843962328687
"svdImpute",0.3,"MNARMAR",0.15,0,0.15,6,26,200,5200,1.23639798164368,3.0617915183221
"PPCA",0.3,"MNARMAR",0.1,0.1,0.1,6,26,200,5200,1.23639798164368,NA
"RF",0.3,"MNARMARMCAR",0.1,0.1,0.1,6,26,200,5200,2.85647702217102,1.24615296515011
"min",0.3,"MNARMARMCAR",0.1,0.1,0.1,6,26,200,5200,0.0764212608337402,1.42571908254402
"mean",0.3,"MNARMARMCAR",0.1,0.1,0.1,6,26,200,5200,0.0715270042419434,1.23382343796686
"LLS",0.3,"MNARMARMCAR",0.1,0.1,0.1,6,26,200,5200,5.66234755516052,5.60966104298135
"KNNImpute",0.3,"MNARMARMCAR",0.1,0.1,0.1,6,26,200,5200,5.66234755516052,NA
"BPCA",0.3,"MNARMARMCAR",0.1,0.1,0.1,6,26,200,5200,0.325726509094238,1.23382343796686
"svdImpute",0.3,"MNARMARMCAR",0.1,0.1,0.1,6,26,200,5200,1.30311131477356,18.6651500155047
"PPCA",0.4,"MNARMARMCAR",0,0.4,0,6,26,200,5200,1.30311131477356,NA
"RF",0.4,"MCAR",0,0.4,0,6,26,200,5200,2.34319686889648,1.04762302892718
"min",0.4,"MCAR",0,0.4,0,6,26,200,5200,0.0716152191162109,2.07097463331315
"mean",0.4,"MCAR",0,0.4,0,6,26,200,5200,0.0774853229522705,1.03710586451185
"LLS",0.4,"MCAR",0,0.4,0,6,26,200,5200,5.56038093566895,1.64761397746806
"KNNImpute",0.4,"MCAR",0,0.4,0,6,26,200,5200,0.00160646438598633,1.09335227621233
"BPCA",0.4,"MCAR",0,0.4,0,6,26,200,5200,0.361598014831543,1.03710586451185
"svdImpute",0.4,"MCAR",0,0.4,0,6,26,200,5200,4.03501749038696,36.9667320098375
"PPCA",0.4,"MCAR",0.4,0,0,6,26,200,5200,4.03501749038696,NA
"RF",0.4,"MCAR",0.4,0,0,6,26,200,5200,4.03501749038696,NA
"min",0.4,"MNAR",0.4,0,0,6,26,200,5200,0.0734372138977051,1.48929754068881
"mean",0.4,"MNAR",0.4,0,0,6,26,200,5200,0.0718977451324463,2.32683938112611
"LLS",0.4,"MNAR",0.4,0,0,6,26,200,5200,5.44694876670837,2.82282732821314
"KNNImpute",0.4,"MNAR",0.4,0,0,6,26,200,5200,5.44694876670837,NA
"BPCA",0.4,"MNAR",0.4,0,0,6,26,200,5200,0.363592147827148,2.32683938112611
"svdImpute",0.4,"MNAR",0.4,0,0,6,26,200,5200,3.80722165107727,46.8210143629363
"PPCA",0.4,"MNAR",0,0,0.4,6,26,200,5200,3.80722165107727,NA
"RF",0.4,"MAR",0,0,0.4,6,26,200,5200,2.33314275741577,1.03960075485239
"min",0.4,"MAR",0,0,0.4,6,26,200,5200,0.0791749954223633,2.06237691680107
"mean",0.4,"MAR",0,0,0.4,6,26,200,5200,0.0728113651275635,1.02957446153443
"LLS",0.4,"MAR",0,0,0.4,6,26,200,5200,5.54664921760559,1.71917540942105
"KNNImpute",0.4,"MAR",0,0,0.4,6,26,200,5200,5.54664921760559,NA
"BPCA",0.4,"MAR",0,0,0.4,6,26,200,5200,0.360240936279297,1.02957446153443
"svdImpute",0.4,"MAR",0,0,0.4,6,26,200,5200,3.33951568603516,35.7130353668159
"PPCA",0.4,"MAR",0.2,0.2,0,6,26,200,5200,3.33951568603516,NA
"RF",0.4,"MNARMCAR",0.2,0.2,0,6,26,200,5200,2.35563826560974,1.5063137094293
"min",0.4,"MNARMCAR",0.2,0.2,0,6,26,200,5200,0.0766940116882324,1.19421375172241
"mean",0.4,"MNARMCAR",0.2,0.2,0,6,26,200,5200,0.0709600448608398,1.50424616514827
"LLS",0.4,"MNARMCAR",0.2,0.2,0,6,26,200,5200,5.45578074455261,247.502980863109
"KNNImpute",0.4,"MNARMCAR",0.2,0.2,0,6,26,200,5200,5.45578074455261,NA
"BPCA",0.4,"MNARMCAR",0.2,0.2,0,6,26,200,5200,0.35873818397522,1.50424616514827
"svdImpute",0.4,"MNARMCAR",0.2,0.2,0,6,26,200,5200,3.85324573516846,11.1506935704205
"PPCA",0.4,"MNARMCAR",0,0.2,0.2,6,26,200,5200,3.85324573516846,NA
"RF",0.4,"MARMCAR",0,0.2,0.2,6,26,200,5200,2.35355162620544,1.05240782202844
"min",0.4,"MARMCAR",0,0.2,0.2,6,26,200,5200,0.0754275321960449,2.09236129853418
"mean",0.4,"MARMCAR",0,0.2,0.2,6,26,200,5200,0.0715868473052979,1.04321149990736
"LLS",0.4,"MARMCAR",0,0.2,0.2,6,26,200,5200,5.50498151779175,2.61418471233706
"KNNImpute",0.4,"MARMCAR",0,0.2,0.2,6,26,200,5200,5.50498151779175,NA
"BPCA",0.4,"MARMCAR",0,0.2,0.2,6,26,200,5200,0.358668804168701,1.04321149990736
"svdImpute",0.4,"MARMCAR",0,0.2,0.2,6,26,200,5200,3.91350507736206,44.0650712967074
"PPCA",0.4,"MARMCAR",0.2,0,0.2,6,26,200,5200,3.91350507736206,NA
"RF",0.4,"MNARMAR",0.2,0,0.2,6,26,200,5200,2.2811393737793,1.34943657331124
"min",0.4,"MNARMAR",0.2,0,0.2,6,26,200,5200,0.079505443572998,1.22775685870464
"mean",0.4,"MNARMAR",0.2,0,0.2,6,26,200,5200,0.0717637538909912,1.34140905140914
"LLS",0.4,"MNARMAR",0.2,0,0.2,6,26,200,5200,5.45168590545654,2.19100039647345
"KNNImpute",0.4,"MNARMAR",0.2,0,0.2,6,26,200,5200,5.45168590545654,NA
"BPCA",0.4,"MNARMAR",0.2,0,0.2,6,26,200,5200,0.407691717147827,1.34140905140914
"svdImpute",0.4,"MNARMAR",0.2,0,0.2,6,26,200,5200,3.76596522331238,216.89024616249
"PPCA",0.4,"MNARMAR",0.13,0.13,0.13,6,26,200,5200,3.76596522331238,NA
"RF",0.4,"MNARMARMCAR",0.13,0.13,0.13,6,26,200,5200,2.42358732223511,1.24545766914043
"min",0.4,"MNARMARMCAR",0.13,0.13,0.13,6,26,200,5200,0.0785183906555176,1.35456035882295
"mean",0.4,"MNARMARMCAR",0.13,0.13,0.13,6,26,200,5200,0.0717587471008301,1.24081109700265
"LLS",0.4,"MNARMARMCAR",0.13,0.13,0.13,6,26,200,5200,5.57931351661682,1.59820717807006
"KNNImpute",0.4,"MNARMARMCAR",0.13,0.13,0.13,6,26,200,5200,5.57931351661682,NA
"BPCA",0.4,"MNARMARMCAR",0.13,0.13,0.13,6,26,200,5200,0.352375745773315,1.24081109700265
"svdImpute",0.4,"MNARMARMCAR",0.13,0.13,0.13,6,26,200,5200,2.9040048122406,73.6427683247938
"PPCA",0.5,"MNARMARMCAR",0,0.5,0,6,26,200,5200,2.9040048122406,NA
"RF",0.5,"MCAR",0,0.5,0,6,26,200,5200,1.87139511108398,1.04567382962308
"min",0.5,"MCAR",0,0.5,0,6,26,200,5200,0.0792160034179688,1.99861761811046
"mean",0.5,"MCAR",0,0.5,0,6,26,200,5200,0.0714175701141357,1.03485242301801
"LLS",0.5,"MCAR",0,0.5,0,6,26,200,5200,5.44193339347839,2.02467696738296
"KNNImpute",0.5,"MCAR",0,0.5,0,6,26,200,5200,0.00176525115966797,1.08290020454746
"BPCA",0.5,"MCAR",0,0.5,0,6,26,200,5200,0.397184133529663,1.03485242301801
"svdImpute",0.5,"MCAR",0,0.5,0,6,26,200,5200,2.78692221641541,50.1821353121577
"PPCA",0.5,"MCAR",0.5,0,0,6,26,200,5200,2.78692221641541,NA
"RF",0.5,"MCAR",0.5,0,0,6,26,200,5200,2.78692221641541,NA
"min",0.5,"MNAR",0.5,0,0,6,26,200,5200,0.0727546215057373,1.63820123950215
"mean",0.5,"MNAR",0.5,0,0,6,26,200,5200,0.0727207660675049,2.31500787136481
"LLS",0.5,"MNAR",0.5,0,0,6,26,200,5200,5.24950098991394,6.02877644378132
"KNNImpute",0.5,"MNAR",0.5,0,0,6,26,200,5200,5.24950098991394,NA
"BPCA",0.5,"MNAR",0.5,0,0,6,26,200,5200,0.398111343383789,2.31500787136481
