"Method","Prop","Iteration","results_differences","error"
"min",0.01,1,0.0117936731234769,1.18379138885081
"mean",0.01,1,0.0995147957585206,3.5791338297498
"min",0.1,1,0.0209039018943235,1.44040545180729
"mean",0.1,1,0.0637697266391796,2.50382130017463
"min",0.3,1,0.0586976527488917,2.12493794867909
"mean",0.3,1,0.0750884977632546,2.42177422363651
"min",0.5,1,0.091072225035333,2.53289005125445
"mean",0.5,1,0.0954943152949537,2.59595611282255
"min",0.6,1,0.0961039466194015,2.58192548575864
"mean",0.6,1,0.0979905215766305,2.61031205132359
"min",0.8,1,0.0997426405909598,2.62000426547128
"mean",0.8,1,0.0998755427749474,2.62165272658654
"min",0.01,2,0.0114917169666323,1.18293547978999
"mean",0.01,2,0.0931449265705131,3.33628305408277
"min",0.1,2,0.0201371143836077,1.42626674532417
"mean",0.1,2,0.062307598186456,2.55784971902747
"min",0.3,2,0.0601086938158601,2.17983778538153
"mean",0.3,2,0.074672601628725,2.44330029826822
"min",0.5,2,0.0891477679604205,2.54430762079534
"mean",0.5,2,0.0922704694447762,2.59150713158718
"min",0.6,2,0.0953289638147437,2.61214139218894
"mean",0.6,2,0.0958597512267658,2.62406311683994
"min",0.8,2,0.0972599082544782,2.63246132603381
"mean",0.8,2,0.0972108615676928,2.63346751218094
"min",0.01,3,0.0104813477105194,1.1700970434097
"mean",0.01,3,0.0883725273639929,3.38304731979684
"min",0.1,3,0.0196174417232047,1.4158674966158
"mean",0.1,3,0.0618807853651856,2.49553708396202
"min",0.3,3,0.0548860782159578,2.10017671903996
"mean",0.3,3,0.0758985054488002,2.45072878501404
"min",0.5,3,0.0892447853082289,2.54058267522462
"mean",0.5,3,0.0940750908451725,2.60446236736171
"min",0.6,3,0.0956147978363026,2.60559173446901
"mean",0.6,3,0.0979247510096688,2.63646202386014
"min",0.8,3,0.0994298242161656,2.6468541845439
"mean",0.8,3,0.0994809650797137,2.64826330715621
