"Method","Miss","MissModel","MNAR","MCAR","MAR","Iteration","Rows","Cols","Total_data","Time_total","NRMSE"
"PPCA",0.1," MAR  MCAR ",0,0.05,0.05,1,180,1130,203400,41.9754239122073,1.01783245147153
"RF",0.1," MAR  MCAR ",0,0.05,0.05,1,180,1130,203400,19.9074956854184,1.01124059103891
"min",0.1," MAR  MCAR ",0,0.05,0.05,1,180,1130,203400,10.0323481559753,2.90599448065549
"mean",0.1," MAR  MCAR ",0,0.05,0.05,1,180,1130,203400,9.87645530700684,1.00384294219986
"LLS",0.1," MAR  MCAR ",0,0.05,0.05,1,180,1130,203400,27.3903325359027,1.24645845448156
"KNNImpute",0.1," MAR  MCAR ",0,0.05,0.05,1,180,1130,203400,9.90456581115723,1.05964316118086
"BPCA",0.1," MAR  MCAR ",0,0.05,0.05,1,180,1130,203400,26.208202123642,1.00384294219986
"PPCA",0.1," MNAR  MAR ",0.05,0,0.05,1,180,1130,203400,39.7098283847173,1.32797849319866
"RF",0.1," MNAR  MAR ",0.05,0,0.05,1,180,1130,203400,16.6402177810669,1.33378863236598
"min",0.1," MNAR  MAR ",0.05,0,0.05,1,180,1130,203400,7.54798936843872,1.51449488329479
"mean",0.1," MNAR  MAR ",0.05,0,0.05,1,180,1130,203400,7.69027781486511,1.32241632103156
"LLS",0.1," MNAR  MAR ",0.05,0,0.05,1,180,1130,203400,23.3792126576106,1.43846222689306
"KNNImpute",0.1," MNAR  MAR ",0.05,0,0.05,1,180,1130,203400,8.07033896446228,1.35163618236785
"BPCA",0.1," MNAR  MAR ",0.05,0,0.05,1,180,1130,203400,20.0710518360138,1.32241632103156
"PPCA",0.1," MNAR  MAR  MCAR ",0.03,0.03,0.03,1,180,1130,203400,41.0519158124924,1.19363483758201
"RF",0.1," MNAR  MAR  MCAR ",0.03,0.03,0.03,1,180,1130,203400,18.1172107776006,1.19538938114674
"min",0.1," MNAR  MAR  MCAR ",0.03,0.03,0.03,1,180,1130,203400,7.68350958824158,1.77870318726037
"mean",0.1," MNAR  MAR  MCAR ",0.03,0.03,0.03,1,180,1130,203400,7.63964295387268,1.187395134336
"LLS",0.1," MNAR  MAR  MCAR ",0.03,0.03,0.03,1,180,1130,203400,23.2279367685318,1.30076801926641
"KNNImpute",0.1," MNAR  MAR  MCAR ",0.03,0.03,0.03,1,180,1130,203400,7.76600384712219,1.21451485426317
"BPCA",0.1," MNAR  MAR  MCAR ",0.03,0.03,0.03,1,180,1130,203400,19.6519155502319,1.187395134336
"PPCA",0.3," MCAR ",0,0.3,0,1,180,1130,203400,37.4258110920588,1.01727408689107
"RF",0.3," MCAR ",0,0.3,0,1,180,1130,203400,12.5710328618685,1.0096908786672
"min",0.3," MCAR ",0,0.3,0,1,180,1130,203400,7.65684080123901,2.76819214970295
"mean",0.3," MCAR ",0,0.3,0,1,180,1130,203400,7.78986501693726,1.00350732383421
"LLS",0.3," MCAR ",0,0.3,0,1,180,1130,203400,31.832964638869,1.36570595173696
"KNNImpute",0.3," MCAR ",0,0.3,0,1,180,1130,203400,7.9662709236145,1.0714634420144
"BPCA",0.3," MCAR ",0,0.3,0,1,180,1130,203400,31.4623312950134,1.00350732383421
"PPCA",0.3," MNAR ",0.3,0,0,1,180,1130,203400,34.2322368264198,2.68681467029171
"RF",0.3," MNAR ",0.3,0,0,1,180,1130,203400,12.8160457928975,2.70911578855366
"min",0.3," MNAR ",0.3,0,0,1,180,1130,203400,7.74130368232727,1.4158849825111
"mean",0.3," MNAR ",0.3,0,0,1,180,1130,203400,7.78722715377808,2.68289763336039
"LLS",0.3," MNAR ",0.3,0,0,1,180,1130,203400,31.4279432892799,3.22826059254012
"KNNImpute",0.3," MNAR ",0.3,0,0,1,180,1130,203400,7.85545086860657,2.71459211139181
"BPCA",0.3," MNAR ",0.3,0,0,1,180,1130,203400,30.6871361732483,2.68289763336039
"PPCA",0.3," MAR ",0,0,0.3,1,180,1130,203400,41.4700046062469,1.01880765881864
"RF",0.3," MAR ",0,0,0.3,1,180,1130,203400,12.6735256075859,1.01125037201611
"min",0.3," MAR ",0,0,0.3,1,180,1130,203400,7.74816250801086,2.77378631927597
"mean",0.3," MAR ",0,0,0.3,1,180,1130,203400,7.80146312713623,1.00471368646858
"LLS",0.3," MAR ",0,0,0.3,1,180,1130,203400,31.7541343728701,1.45828905821806
"KNNImpute",0.3," MAR ",0,0,0.3,1,180,1130,203400,7.9386293888092,1.08641809456544
"BPCA",0.3," MAR ",0,0,0.3,1,180,1130,203400,31.5571939945221,1.00471368646858
"PPCA",0.3," MNAR  MCAR ",0.15,0.15,0,1,180,1130,203400,38.3995362639427,1.42675105840927
"RF",0.3," MNAR  MCAR ",0.15,0.15,0,1,180,1130,203400,12.7799067258835,1.43610860630508
"min",0.3," MNAR  MCAR ",0.15,0.15,0,1,180,1130,203400,7.81844472885132,1.24187734374473
"mean",0.3," MNAR  MCAR ",0.15,0.15,0,1,180,1130,203400,7.81113028526306,1.42321701226318
"LLS",0.3," MNAR  MCAR ",0.15,0.15,0,1,180,1130,203400,31.7197268088659,1.62245139959759
"KNNImpute",0.3," MNAR  MCAR ",0.15,0.15,0,1,180,1130,203400,7.82672476768494,1.45268478496578
"BPCA",0.3," MNAR  MCAR ",0.15,0.15,0,1,180,1130,203400,31.2171151638031,1.42321701226318
"PPCA",0.3," MAR  MCAR ",0,0.15,0.15,1,180,1130,203400,37.4683730642001,1.01978939397106
"RF",0.3," MAR  MCAR ",0,0.15,0.15,1,180,1130,203400,12.6442891478539,1.01132899139437
"min",0.3," MAR  MCAR ",0,0.15,0.15,1,180,1130,203400,7.79247355461121,2.78250024247602
"mean",0.3," MAR  MCAR ",0,0.15,0.15,1,180,1130,203400,7.92826843261719,1.00461699336996
"LLS",0.3," MAR  MCAR ",0,0.15,0.15,1,180,1130,203400,31.7736788709958,1.43522175758549
"KNNImpute",0.3," MAR  MCAR ",0,0.15,0.15,1,180,1130,203400,7.96865606307983,1.07916714102463
"BPCA",0.3," MAR  MCAR ",0,0.15,0.15,1,180,1130,203400,31.9827661514282,1.00461699336996
"PPCA",0.3," MNAR  MAR ",0.15,0,0.15,1,180,1130,203400,40.017011543115,1.32655044054348
"RF",0.3," MNAR  MAR ",0.15,0,0.15,1,180,1130,203400,13.4867568890254,1.33188218556751
"min",0.3," MNAR  MAR ",0.15,0,0.15,1,180,1130,203400,7.84074306488037,1.27722356933674
"mean",0.3," MNAR  MAR ",0.15,0,0.15,1,180,1130,203400,8.39627075195312,1.32003803434798
"LLS",0.3," MNAR  MAR ",0.15,0,0.15,1,180,1130,203400,32.9081409653028,1.51997597086218
"KNNImpute",0.3," MNAR  MAR ",0.15,0,0.15,1,180,1130,203400,9.36559319496155,1.35216863308368
"BPCA",0.3," MNAR  MAR ",0.15,0,0.15,1,180,1130,203400,40.6475381851196,1.32003803434798
"PPCA",0.3," MNAR  MAR  MCAR ",0.1,0.1,0.1,1,180,1130,203400,43.0000036676725,1.21287155641276
"RF",0.3," MNAR  MAR  MCAR ",0.1,0.1,0.1,1,180,1130,203400,15.1258652130763,1.21532695121638
"min",0.3," MNAR  MAR  MCAR ",0.1,0.1,0.1,1,180,1130,203400,10.8172280788422,1.47431907033777
"mean",0.3," MNAR  MAR  MCAR ",0.1,0.1,0.1,1,180,1130,203400,10.4821009635925,1.20592979157822
"LLS",0.3," MNAR  MAR  MCAR ",0.1,0.1,0.1,1,180,1130,203400,39.2947438677152,1.45934576544368
"KNNImpute",0.3," MNAR  MAR  MCAR ",0.1,0.1,0.1,1,180,1130,203400,10.5339226722717,1.24353975746592
"BPCA",0.3," MNAR  MAR  MCAR ",0.1,0.1,0.1,1,180,1130,203400,42.5272161960602,1.20592979157822
